TOWN,"STREET
NUMBER",STREET NAME,"INTERSECTING
STREET","DATE
CLASSIFIED","DATE
REPAIRED","LEAK
GRADE",Merged addresses,,unrepaired leaks at the start of the year,29
WORCESTER,570,MAIN,MADISON ST,03-Nov-2015,16-Nov-2015,2,570 MAIN,,,
HYDE PARK,11,SUNNYSIDE,,03-Nov-2015,21-Nov-2015,2,11 SUNNYSIDE,,,
NEW BEDFORD,7,MARGIN,,04-Nov-2015,04-Nov-2015,2,7 MARGIN,,,
SOMERVILLE,20,BERKELEY,,04-Nov-2015,04-Nov-2015,1,20 BERKELEY,,,
SOMERVILLE,112-118,HOLDEN,,04-Nov-2015,04-Nov-2015,1,112-118 HOLDEN,,,
CAMBRIDGE,299,CONCORD,@ WALDEN ST,04-Nov-2015,10-Nov-2015,2,299 CONCORD,,,
NEW BEDFORD,,ELM,@ FREEMONT ST,04-Nov-2015,18-Nov-2015,2,ELM,,,
NEW BEDFORD,88,HATCH,CONDUIT ST,04-Nov-2015,04-Dec-2015,2,88 HATCH,,,
FRAMINGHAM,154,WATER,,04-Nov-2015,10-Dec-2015,2,154 WATER,,,
WORCESTER,29,MONROE,,05-Nov-2015,05-Nov-2015,1,29 MONROE,,,
FRAMINGHAM,5,THE MOUNTAIN,,06-Nov-2015,06-Nov-2015,2,5 THE MOUNTAIN,,,
SOUTHBORO,20,TURNPIKE,,06-Nov-2015,06-Nov-2015,1,20 TURNPIKE,,,
WORCESTER,65,ELLIOTT,,06-Nov-2015,06-Nov-2015,1,65 ELLIOTT,,,
CAMBRIDGE,2294,MASSACHUSETTS,,06-Nov-2015,17-Nov-2015,2,2294 MASSACHUSETTS,,,
FAIRHAVEN,,FARMFIELD,,06-Nov-2015,31-Dec-2015,2,FARMFIELD,,,
NEW BEDFORD,,BEDFORD,@ S. SIXTH ST,07-Nov-2015,07-Nov-2015,1,BEDFORD,,,
SHREWSBURY,13,MELVIN,,07-Nov-2015,07-Nov-2015,1,13 MELVIN,,,
DEDHAM,3,HARRIS,,07-Nov-2015,12-Nov-2015,2,3 HARRIS,,,
WESTWOOD,77,ARAN,,08-Nov-2015,08-Nov-2015,1,77 ARAN,,,
WORCESTER,106,KENBERMA,,08-Nov-2015,08-Nov-2015,1,106 KENBERMA,,,
NEW BEDFORD,11,HARMONY,,09-Nov-2015,09-Nov-2015,2,11 HARMONY,,,
FRAMINGHAM,38,TEMPLE,TEMPLE PL,09-Nov-2015,12-Nov-2015,2,38 TEMPLE,,,
MAYNARD,23,DEER,POWDER MILL RD,09-Nov-2015,13-Nov-2015,2,23 DEER,,,
UXBRIDGE,239,NORTH MAIN,RIVULET ST,09-Nov-2015,23-Nov-2015,2,239 NORTH MAIN,,,
SOUTHBORO,,COSLIN,CRYSTAL POND RD,09-Nov-2015,27-Nov-2015,2,COSLIN,,,
WORCESTER,631,SALISBURY,LYNNWOOD LN,09-Nov-2015,17-Dec-2015,2,631 SALISBURY,,,
ASHLAND,8,TRAILSIDE,,10-Nov-2015,10-Nov-2015,2,8 TRAILSIDE,,,
MARLBORO,165,CEDAR HILL,,10-Nov-2015,10-Nov-2015,2,165 CEDAR HILL,,,
NEW BEDFORD,,MARGIN,@ COVE ST,10-Nov-2015,10-Nov-2015,2,MARGIN,,,
WORCESTER,36,CHATANIKA,,10-Nov-2015,10-Nov-2015,1,36 CHATANIKA,,,
FRAMINGHAM,5,MONTGOMERY,,10-Nov-2015,18-Nov-2015,2,5 MONTGOMERY,,,
FRAMINGHAM,29,WHITTEMORE,,10-Nov-2015,18-Nov-2015,2,29 WHITTEMORE,,,
NEW BEDFORD,95,WILLOW,BULLOCK ST,10-Nov-2015,20-Nov-2015,2,95 WILLOW,,,
NEW BEDFORD,,ACUSHNET,@ PHILLIPS AVE,10-Nov-2015,23-Nov-2015,2,ACUSHNET,,,
DEDHAM,33,CHICKERING,WASHINGTON ST,10-Nov-2015,30-Nov-2015,3,33 CHICKERING,,,
SOMERVILLE,25,ATHERTON,,10-Nov-2015,05-Dec-2015,2,25 ATHERTON,,,
FAIRHAVEN,,GREEN,@ DOANE ST,10-Nov-2015,18-Dec-2015,2,GREEN,,,
MARLBORO,40,HAYES MEMORIAL,,11-Nov-2015,11-Nov-2015,1,40 HAYES MEMORIAL,,,
SOMERVILLE,285,WASHINGTON,,11-Nov-2015,11-Nov-2015,1,285 WASHINGTON,,,
DEDHAM,61,WINFIELD,,11-Nov-2015,19-Nov-2015,2,61 WINFIELD,,,
MARLBORO,160,STEARNS,,12-Nov-2015,12-Nov-2015,,160 STEARNS,,,
MAYNARD,52,WALTHAM,,12-Nov-2015,12-Nov-2015,1,52 WALTHAM,,,
WORCESTER,439,HAMILTON,,12-Nov-2015,12-Nov-2015,1,439 HAMILTON,,,
WEST BOYLSTON,11,MAPLE,TEMPLE ST,12-Nov-2015,20-Nov-2015,2,11 MAPLE,,,
DEDHAM,76,CHURCH,COURT ST,12-Nov-2015,27-Nov-2015,2,76 CHURCH,,,
FRAMINGHAM,,LOVERING,@ OLD CONNECTICUT PATH,12-Nov-2015,09-Dec-2015,2,LOVERING,,,
WORCESTER,176,FAIRMONT,,13-Nov-2015,13-Nov-2015,1,176 FAIRMONT,,,
MARLBORO,58,HARVARD,,14-Nov-2015,14-Nov-2015,1,58 HARVARD,,,
NATICK,4,DONOVAN,,14-Nov-2015,14-Nov-2015,1,4 DONOVAN,,,
WORCESTER,202,STAFFORD,,14-Nov-2015,14-Nov-2015,1,202 STAFFORD,,,
WESTBOROUGH,2,PROSPECT,,14-Nov-2015,20-Nov-2015,2,2 PROSPECT,,,
HYDE PARK,11,POND,,15-Nov-2015,15-Nov-2015,1,11 POND,,,
NATICK,31,HARWOOD,,15-Nov-2015,15-Nov-2015,1,31 HARWOOD,,,
ACUSHNET,106,PECKHAM,,16-Nov-2015,16-Nov-2015,1,106 PECKHAM,,,
CAMBRIDGE,,WINSLOW,@ SHERMAN ST,16-Nov-2015,16-Nov-2015,1,WINSLOW,,,
DEDHAM,129,CHICKERING,,16-Nov-2015,16-Nov-2015,2,129 CHICKERING,,,
HUDSON,178,MAIN,,16-Nov-2015,16-Nov-2015,2,178 MAIN,,,
NEW BEDFORD,46,MYRTLE,WELD ST,16-Nov-2015,16-Nov-2015,2,46 MYRTLE,,,
WORCESTER,63,PLANTATION,,16-Nov-2015,16-Nov-2015,1,63 PLANTATION,,,
DARTMOUTH,787,ALLEN,@ ALPHA ST,16-Nov-2015,17-Nov-2015,2,787 ALLEN,,,
DEDHAM,55,LOWDER,SAWYER DR,16-Nov-2015,19-Nov-2015,2,55 LOWDER,,,
MARLBORO,342,EAST BOSTON POST,VILLAGE DR,16-Nov-2015,19-Nov-2015,3,342 EAST BOSTON POST,,,
NATICK,16,JENNINGS POND,ERLANDSON RD,16-Nov-2015,30-Nov-2015,2,16 JENNINGS POND,,,
NATICK,14,JENNINGS POND,LACONIA RD,16-Nov-2015,30-Nov-2015,2,14 JENNINGS POND,,,
CAMBRIDGE,11,CENTRE,,17-Nov-2015,17-Nov-2015,1,11 CENTRE,,,
FAIRHAVEN,40-42,SPRING,LAUREL ST,17-Nov-2015,17-Nov-2015,1,40-42 SPRING,,,
FRAMINGHAM,10,CURRIER,,17-Nov-2015,17-Nov-2015,2,10 CURRIER,,,
HYDE PARK,22,DERRY,,17-Nov-2015,17-Nov-2015,1,22 DERRY,,,
WORCESTER,16-18,ORMOND,HIGHLAND ST,17-Nov-2015,17-Nov-2015,1,16-18 ORMOND,,,
MARION,,SOUTH,@ 73 PLEASANT ST,17-Nov-2015,19-Nov-2015,2,SOUTH,,,
CAMBRIDGE,81,ORCHARD,RUSSELL ST,17-Nov-2015,08-Dec-2015,2,81 ORCHARD,,,
CAMBRIDGE,10,APPIAN,GARDEN ST,17-Nov-2015,23-Dec-2015,2,10 APPIAN,,,
DEDHAM,21,ALPENA,,18-Nov-2015,18-Nov-2015,2,21 ALPENA,,,
WESTBOROUGH,10,STATE,,18-Nov-2015,20-Nov-2015,2,10 STATE,,,
CAMBRIDGE,96,CONCORD,BUCKINGHAM ST,18-Nov-2015,05-Dec-2015,2,96 CONCORD,,,
MARLBORO,344,OLD BOSTON POST,,19-Nov-2015,19-Nov-2015,1,344 OLD BOSTON POST,,,
NEEDHAM,127,LAUREL,,19-Nov-2015,19-Nov-2015,2,127 LAUREL,,,
SHREWSBURY,18,EMPIRE,,19-Nov-2015,19-Nov-2015,2,18 EMPIRE,,,
SHREWSBURY,18,HEMINGWAY,,19-Nov-2015,19-Nov-2015,1,18 HEMINGWAY,,,
WORCESTER,1,COLLEGE,MCKEON RD,19-Nov-2015,24-Nov-2015,2,1 COLLEGE,,,
FAIRHAVEN,,HOWLAND,,19-Nov-2015,31-Dec-2015,2,HOWLAND,,,
CAMBRIDGE,3,ST PAUL,,20-Nov-2015,20-Nov-2015,1,3 ST PAUL,,,
KINGSTON,224,MAIN,,20-Nov-2015,20-Nov-2015,1,224 MAIN,,,
WORCESTER,3,NEWTON,MIDLAND ST,20-Nov-2015,20-Nov-2015,1,3 NEWTON,,,
HOPKINTON,213,ASH,,20-Nov-2015,23-Nov-2015,2,213 ASH,,,
UXBRIDGE,235,NORTH MAIN,N. GARDEN ST,20-Nov-2015,23-Nov-2015,2,235 NORTH MAIN,,,
FRAMINGHAM,989,PLEASANT,,20-Nov-2015,12-Dec-2015,2,989 PLEASANT,,,
WORCESTER,,BURNCOAT,BURNCOAT HEIGHTS,21-Nov-2015,21-Nov-2015,1,BURNCOAT,,,
SHREWSBURY,28,SIAS,BAILEY RD,21-Nov-2015,08-Dec-2015,2,28 SIAS,,,
AUBURN,1,BURNETT,,22-Nov-2015,22-Nov-2015,1,1 BURNETT,,,
MATTAPOISETT,,BEACON,@ FREEMAN ST,22-Nov-2015,23-Nov-2015,2,BEACON,,,
AUBURN,1,BURNETT,WESTWOOD DR,23-Nov-2015,23-Nov-2015,1,1 BURNETT,,,
HOLLISTON,383,CHAMBERLAIN,,23-Nov-2015,23-Nov-2015,2,383 CHAMBERLAIN,,,
MARLBORO,13,LINCOLN,,23-Nov-2015,23-Nov-2015,1,13 LINCOLN,,,
NORTHBORO,82,BARTLETT,,23-Nov-2015,23-Nov-2015,1,82 BARTLETT,,,
NEW BEDFORD,517,ROCKDALE,FARM ST,23-Nov-2015,01-Dec-2015,2,517 ROCKDALE,,,
DEDHAM,39,HILLCREST,BRIDGE ST,23-Nov-2015,12-Dec-2015,2,39 HILLCREST,,,
DARTMOUTH,121,ROCKLAND,NORCROFT ST,23-Nov-2015,30-Dec-2015,2,121 ROCKLAND,,,
AUBURN,29,ROCKAWAY,,24-Nov-2015,24-Nov-2015,1,29 ROCKAWAY,,,
CAMBRIDGE,142,MEMORIAL,AMES ST,24-Nov-2015,24-Nov-2015,1,142 MEMORIAL,,,
CAMBRIDGE,111,CHILTON,,24-Nov-2015,24-Nov-2015,1,111 CHILTON,,,
MARLBORO,52,DEVENS,,24-Nov-2015,24-Nov-2015,1,52 DEVENS,,,
NEW BEDFORD,152,THOMPSON,,24-Nov-2015,24-Nov-2015,2,152 THOMPSON,,,
NEW BEDFORD,303,BROOK,,24-Nov-2015,24-Nov-2015,2,303 BROOK,,,
SHERBORN,44,RUSSETT HILL,,24-Nov-2015,24-Nov-2015,2,44 RUSSETT HILL,,,
DARTMOUTH,165,ELM,SUMMER ST,24-Nov-2015,25-Nov-2015,2,165 ELM,,,
DARTMOUTH,165,ELM,,24-Nov-2015,25-Nov-2015,2,165 ELM,,,
CAMBRIDGE,20,OXFORD,,24-Nov-2015,28-Dec-2015,2,20 OXFORD,,,
HUDSON,420,MAIN,,25-Nov-2015,25-Nov-2015,2,420 MAIN,,,
MARLBORO,46,BROAD,,25-Nov-2015,25-Nov-2015,1,46 BROAD,,,
WORCESTER,,BOYDEN,AT CLAY ST,25-Nov-2015,25-Nov-2015,1,BOYDEN,,,
WORCESTER,8,WARE,JUNE ST,25-Nov-2015,27-Nov-2015,2,8 WARE,,,
HYDE PARK,938,METROPOLITAN,,25-Nov-2015,30-Nov-2015,2,938 METROPOLITAN,,,
WORCESTER,15,BOWKER,DELMONT AVE,25-Nov-2015,30-Dec-2015,2,15 BOWKER,,,
MATTAPOISETT,,CANNON,,26-Nov-2015,26-Nov-2015,1,CANNON,,,
NATICK,5,CIDER MILL,,27-Nov-2015,27-Nov-2015,2,5 CIDER MILL,,,
WESTWOOD,18,SEXTON,,27-Nov-2015,27-Nov-2015,1,18 SEXTON,,,
WORCESTER,,WOODLAND,MAYWOOD ST,27-Nov-2015,30-Nov-2015,2,WOODLAND,,,
NATICK,13,LACOSTA,BURNING TREE RD,27-Nov-2015,23-Dec-2015,2,13 LACOSTA,,,
NORTHBRIDGE,,CROSS,@ CHURCH ST,28-Nov-2015,30-Nov-2015,2,CROSS,,,
WESTWOOD,71,STRAFFORD,,28-Nov-2015,08-Dec-2015,2,71 STRAFFORD,,,
ASHLAND,477,AMERICA,QUEEN ISABELLA WAY,30-Nov-2015,30-Nov-2015,1,477 AMERICA,,,
HUDSON,25,LAKESHORE,,30-Nov-2015,30-Nov-2015,2,25 LAKESHORE,,,
NEW BEDFORD,,HOPE,AT NASH RD,30-Nov-2015,30-Nov-2015,2,HOPE,,,
NORTHBORO,233,SOUTH,,30-Nov-2015,30-Nov-2015,2,233 SOUTH,,,
PLYMOUTH,6,WEST POND,,30-Nov-2015,30-Nov-2015,2,6 WEST POND,,,
SOMERVILLE,114,POWDER HOUSE,,30-Nov-2015,30-Nov-2015,1,114 POWDER HOUSE,,,
WORCESTER,33,CREST,WILDWOOD AVE,30-Nov-2015,30-Nov-2015,1,33 CREST,,,
WORCESTER,8,WABASH,,30-Nov-2015,30-Nov-2015,1,8 WABASH,,,
DEDHAM,390,CEDAR,,30-Nov-2015,04-Dec-2015,2,390 CEDAR,,,
MILFORD,2,STONYBROOK,PRINCESS PINE LN,30-Nov-2015,08-Dec-2015,2,2 STONYBROOK,,,
CAMBRIDGE,25,CLAY,,01-Dec-2015,01-Dec-2015,1,25 CLAY,,,
CAMBRIDGE,2-4,MULLER,,01-Dec-2015,01-Dec-2015,1,2-4 MULLER,,,
HOLLISTON,195,MOHAWK,,01-Dec-2015,01-Dec-2015,2,195 MOHAWK,,,
MARLBORO,294,HOSMER,PORTER RD,01-Dec-2015,01-Dec-2015,2,294 HOSMER,,,
MARLBORO,294,HOSMER,,01-Dec-2015,01-Dec-2015,2,294 HOSMER,,,
NEW BEDFORD,517,ROCKDALE,,01-Dec-2015,01-Dec-2015,2,517 ROCKDALE,,,
HUDSON,9,DOVER,AVON DR,01-Dec-2015,04-Dec-2015,2,9 DOVER,,,
WORCESTER,12,ALPINE,,02-Dec-2015,03-Dec-2015,1,12 ALPINE,,,
DEDHAM,21,ALPENA,,02-Dec-2015,05-Dec-2015,2,21 ALPENA,,,
WORCESTER,,TOURAINE,@ PALISADES,02-Dec-2015,08-Dec-2015,2,TOURAINE,,,
ASHLAND,109,HOMER,,03-Dec-2015,03-Dec-2015,1,109 HOMER,,,
MILFORD,12,WALNUT,,03-Dec-2015,03-Dec-2015,1,12 WALNUT,,,
NEW BEDFORD,78,FOREST,,03-Dec-2015,03-Dec-2015,2,78 FOREST,,,
WORCESTER,43,FREELAND,,03-Dec-2015,03-Dec-2015,1,43 FREELAND,,,
WORCESTER,166,HOLDEN,,03-Dec-2015,03-Dec-2015,1,166 HOLDEN,,,
PLYMOUTH,14,WARREN,,03-Dec-2015,04-Dec-2015,2,14 WARREN,,,
KINGSTON,,HILLCREST,@ MAIN ST,03-Dec-2015,09-Dec-2015,2,HILLCREST,,,
FRAMINGHAM,17,MAIN,,04-Dec-2015,04-Dec-2015,1,17 MAIN,,,
HUDSON,2,WESTRIDGE,,04-Dec-2015,04-Dec-2015,1,2 WESTRIDGE,,,
SOMERVILLE,110,CENTRAL,,04-Dec-2015,04-Dec-2015,1,110 CENTRAL,,,
WORCESTER,,FREMONT,SUTTON LN,04-Dec-2015,05-Dec-2015,1,FREMONT,,,
DEDHAM,219,EAST,,04-Dec-2015,09-Dec-2015,2,219 EAST,,,
ASHLAND,45,METROPOLITAN,,04-Dec-2015,10-Dec-2015,2,45 METROPOLITAN,,,
NATICK,8,MAINE,,04-Dec-2015,19-Dec-2015,2,8 MAINE,,,
ASHLAND,30,QUEEN ISABELLA,,05-Dec-2015,05-Dec-2015,2,30 QUEEN ISABELLA,,,
DARTMOUTH,,FAUNCE CORNER,AT CROSS RD,07-Dec-2015,07-Dec-2015,1,FAUNCE CORNER,,,
FRAMINGHAM,,HOLLIS,@ WAUSHAKUM ST,07-Dec-2015,07-Dec-2015,1,HOLLIS,,,
WORCESTER,,CAMBRIDGE,@ STURBRIDGE ST,07-Dec-2015,07-Dec-2015,1,CAMBRIDGE,,,
MARLBORO,344,EAST BOSTON POST,VILLAGE DR,07-Dec-2015,10-Dec-2015,2,344 EAST BOSTON POST,,,
DARTMOUTH,16,DELANO,WILSON ST,07-Dec-2015,11-Dec-2015,3,16 DELANO,,,
MILFORD,2,SIMMONS,UNIVERSITY DR,07-Dec-2015,14-Dec-2015,2,2 SIMMONS,,,
HUDSON,24,LEE,COX ST,07-Dec-2015,15-Dec-2015,2,24 LEE,,,
FRAMINGHAM,14,COLBY,OLD CONNECTICUT PATH,07-Dec-2015,23-Dec-2015,2,14 COLBY,,,
FRAMINGHAM,1400-1450,WORCESTER,,08-Dec-2015,08-Dec-2015,1,1400-1450 WORCESTER,,,
WORCESTER,5,NAVASOTA,,08-Dec-2015,08-Dec-2015,1,5 NAVASOTA,,,
ASHLAND,84,PINE HILL,WINTER ST,08-Dec-2015,10-Dec-2015,2,84 PINE HILL,,,
CAMBRIDGE,7,PHILLIPS,MASON ST,08-Dec-2015,10-Dec-2015,2,7 PHILLIPS,,,
SOUTHBORO,52,MAIN,,09-Dec-2015,09-Dec-2015,1,52 MAIN,,,
NEEDHAM,39-41,ANDREA,,09-Dec-2015,10-Dec-2015,2,39-41 ANDREA,,,
FRAMINGHAM,44,A,,09-Dec-2015,11-Dec-2015,2,44 A,,,
NEEDHAM,145,WINDING RIVER,,09-Dec-2015,11-Dec-2015,2,145 WINDING RIVER,,,
DEDHAM,249,EAST,,09-Dec-2015,12-Dec-2015,2,249 EAST,,,
NEEDHAM,50,COUNTRY,,09-Dec-2015,12-Dec-2015,2,50 COUNTRY,,,
NEW BEDFORD,52,WASHINGTON,,10-Dec-2015,10-Dec-2015,2,52 WASHINGTON,,,
SOMERVILLE,53,KENT,,10-Dec-2015,10-Dec-2015,1,53 KENT,,,
WORCESTER,49,GRANVILLE,,10-Dec-2015,10-Dec-2015,1,49 GRANVILLE,,,
HOLLISTON,,RIDGE,AT LOUIS ST,10-Dec-2015,11-Dec-2015,2,RIDGE,,,
WORCESTER,640,LINCOLN,BOYLSTON ST,10-Dec-2015,21-Dec-2015,2,640 LINCOLN,,,
FAIRHAVEN,20,FORT,,11-Dec-2015,11-Dec-2015,1,20 FORT,,,
FRAMINGHAM,52,HASTINGS,,11-Dec-2015,11-Dec-2015,2,52 HASTINGS,,,
MAYNARD,43,SUDBURY,,11-Dec-2015,11-Dec-2015,1,43 SUDBURY,,,
NEW BEDFORD,38-40,SAGAMORE,,11-Dec-2015,11-Dec-2015,2,38-40 SAGAMORE,,,
WORCESTER,,ARARAT,@ BROOKS ST,11-Dec-2015,22-Dec-2015,2,ARARAT,,,
FRAMINGHAM,49,HERBERT,,11-Dec-2015,28-Dec-2015,2,49 HERBERT,,,
NATICK,8,BARNESDALE,,11-Dec-2015,28-Dec-2015,2,8 BARNESDALE,,,
NATICK,BLDG 8,VILLAGE GREEN,,12-Dec-2015,16-Dec-2015,2,BLDG 8 VILLAGE GREEN,,,
CAMBRIDGE,5,CAMBRIDGE,,13-Dec-2015,13-Dec-2015,1,5 CAMBRIDGE,,,
CAMBRIDGE,37,FAYERWEATHER,,14-Dec-2015,14-Dec-2015,1,37 FAYERWEATHER,,,
DEDHAM,43,FAIRVIEW,,14-Dec-2015,14-Dec-2015,2,43 FAIRVIEW,,,
DEDHAM,66,LOWDER,,14-Dec-2015,14-Dec-2015,2,66 LOWDER,,,
FAIRHAVEN,47,GREEN,,14-Dec-2015,14-Dec-2015,1,47 GREEN,,,
HYDE PARK,,DEFOREST,AT ASHVILLE,14-Dec-2015,14-Dec-2015,2,DEFOREST,,,
UPTON,LOT 1,BLUEBERRY,,14-Dec-2015,14-Dec-2015,1,LOT 1 BLUEBERRY,,,
WORCESTER,41,COES,BUFFUM ST,14-Dec-2015,16-Dec-2015,2,41 COES,,,
SHREWSBURY,5,JORDAN,S. QUINSIGAMOND AVE,14-Dec-2015,18-Dec-2015,2,5 JORDAN,,,
FRAMINGHAM,90,LINCOLN,,14-Dec-2015,19-Dec-2015,2,90 LINCOLN,,,
SOUTHBORO,59,PARKERVILLE,GENERAL HENRY KNOX RD,14-Dec-2015,19-Dec-2015,2,59 PARKERVILLE,,,
SOMERVILLE,745,SOMERVILLE,,14-Dec-2015,22-Dec-2015,2,745 SOMERVILLE,,,
MILLBURY,13,ELM,,15-Dec-2015,15-Dec-2015,1,13 ELM,,,
NATICK,31,HARWOOD,ARLINGTON RD,15-Dec-2015,15-Dec-2015,2,31 HARWOOD,,,
NEW BEDFORD,23,NYE,,15-Dec-2015,15-Dec-2015,2,23 NYE,,,
NEW BEDFORD,61,NYE,,15-Dec-2015,15-Dec-2015,2,61 NYE,,,
WORCESTER,204,PARK,,15-Dec-2015,15-Dec-2015,1,204 PARK,,,
HYDE PARK,3,GREENWOOD,,15-Dec-2015,16-Dec-2015,1,3 GREENWOOD,,,
WORCESTER,12,ALPINE,,15-Dec-2015,16-Dec-2015,2,12 ALPINE,,,
ASHLAND,249,MEETING HOUSE,MOUNTAIN GATE RD,16-Dec-2015,16-Dec-2015,1,249 MEETING HOUSE,,,
HOLLISTON,1159,HIGHLAND,,16-Dec-2015,16-Dec-2015,1,1159 HIGHLAND,,,
SOMERVILLE,120,MORRISON,,16-Dec-2015,16-Dec-2015,1,120 MORRISON,,,
FAIRHAVEN,,DAY,@ SCONTICUT NECK RD,16-Dec-2015,17-Dec-2015,3,DAY,,,
WORCESTER,36,BLAINE,STAFFORD ST,16-Dec-2015,18-Dec-2015,2,36 BLAINE,,,
CAMBRIDGE,65,FAYERWEATHER,,17-Dec-2015,17-Dec-2015,1,65 FAYERWEATHER,,,
WORCESTER,170,PRESCOTT,,17-Dec-2015,19-Dec-2015,2,170 PRESCOTT,,,
NEW BEDFORD,19-21,CLIFFORD,ASHLEY BLVD,17-Dec-2015,23-Dec-2015,2,19-21 CLIFFORD,,,
MARLBORO,344,EAST BOSTON POST,,17-Dec-2015,30-Dec-2015,2,344 EAST BOSTON POST,,,
DEDHAM,200,HIGHLAND,,21-Dec-2015,21-Dec-2015,1,200 HIGHLAND,,,
KINGSTON,40,NOTTINGHAM,,21-Dec-2015,21-Dec-2015,2,40 NOTTINGHAM,,,
MARION,14,MAIN,,21-Dec-2015,21-Dec-2015,1,14 MAIN,,,
NEW BEDFORD,1411,PHILLIPS,,21-Dec-2015,21-Dec-2015,1,1411 PHILLIPS,,,
FRAMINGHAM,98R,DUDLEY,,22-Dec-2015,22-Dec-2015,1,98R DUDLEY,,,
HYDE PARK,780,TRUMAN,,22-Dec-2015,30-Dec-2015,2,780 TRUMAN,,,
HYDE PARK,970,RIVER,,23-Dec-2015,23-Dec-2015,1,970 RIVER,,,
KINGSTON,5,BRIGHTSIDE,PROSPECT ST,23-Dec-2015,23-Dec-2015,1,5 BRIGHTSIDE,,,
NATICK,3,BEVERLY,,23-Dec-2015,23-Dec-2015,1,3 BEVERLY,,,
NEW BEDFORD,59,SYLVIA,,23-Dec-2015,23-Dec-2015,1,59 SYLVIA,,,
PLYMOUTH,26,CHADWICK,,23-Dec-2015,23-Dec-2015,1,26 CHADWICK,,,
WORCESTER,285,PLANTATION,,23-Dec-2015,23-Dec-2015,1,285 PLANTATION,,,
DEDHAM,56,GLENRIDGE,,23-Dec-2015,30-Dec-2015,2,56 GLENRIDGE,,,
MILFORD,15-22,PROSPECT,,25-Dec-2015,25-Dec-2015,1,15-22 PROSPECT,,,
WORCESTER,,HEYWOOD,MASSASOIT,25-Dec-2015,25-Dec-2015,1,HEYWOOD,,,
NEW BEDFORD,66,LONG VIEW,,25-Dec-2015,26-Dec-2015,1,66 LONG VIEW,,,
WORCESTER,5,ACUSHNET,,27-Dec-2015,27-Dec-2015,1,5 ACUSHNET,,,
HUDSON,41-43,CAUSEWAY,,27-Dec-2015,30-Dec-2015,2,41-43 CAUSEWAY,,,
DEDHAM,,RIVER,@ MILTON ST,28-Dec-2015,28-Dec-2015,2,RIVER,,,
FRAMINGHAM,354,HOLLIS,,29-Dec-2015,29-Dec-2015,1,354 HOLLIS,,,
HOLLISTON,,OLD CART,MOHAWK,29-Dec-2015,29-Dec-2015,1,OLD CART,,,
NEW BEDFORD,139,FAIR,HEMLOCK ST,29-Dec-2015,29-Dec-2015,1,139 FAIR,,,
WORCESTER,39,RANKIN,,29-Dec-2015,29-Dec-2015,1,39 RANKIN,,,
NATICK,8,BARNESDALE,,29-Dec-2015,30-Dec-2015,2,8 BARNESDALE,,,
