TOWN,ADDRESS,INTERSECTING STREET,DATE CLASSIFIED,LEAK GRADE,unrepaired leaks at the start of the year,2629
FRAMINGHAM,WINTER,,21-Nov-2014,3,,
FRAMINGHAM,WINTER,,21-Nov-2014,3,,
FRAMINGHAM,WINTER,@ RUSSELL RD,21-Nov-2014,3,,
HYDE PARK,804 HYDE PARK,,21-Nov-2014,3,,
NATICK,62 WEST CENTRAL,,21-Nov-2014,3,,
PLYMOUTH,5 LASCALA,,21-Nov-2014,3,,
WEST BOYLSTON,17 EVANS,,21-Nov-2014,3,,
WEST BOYLSTON,21 EVANS,,21-Nov-2014,3,,
WEST BOYLSTON,235 LANCASTER,,21-Nov-2014,3,,
WEST BOYLSTON,237 LANCASTER,,21-Nov-2014,3,,
WEST BOYLSTON,304 LANCASTER,,21-Nov-2014,3,,
WEST BOYLSTON,LANCASTER,,21-Nov-2014,3,,
WEST BOYLSTON,41 PROSPECT,,21-Nov-2014,3,,
WORCESTER,2 CORNELL,,21-Nov-2014,3,,
WORCESTER,14 CREST,,21-Nov-2014,3,,
WORCESTER,48 CREST,,21-Nov-2014,3,,
WORCESTER,8 CREST,,21-Nov-2014,3,,
WORCESTER,19 CROWN,,21-Nov-2014,3,,
WORCESTER,21-23 CROWN,,21-Nov-2014,3,,
WORCESTER,13 CROYDON,,21-Nov-2014,3,,
WORCESTER,20 CRYSTAL,,21-Nov-2014,3,,
WORCESTER,34 CRYSTAL,,21-Nov-2014,3,,
WORCESTER,3 CUTTING,,21-Nov-2014,3,,
WORCESTER,HIGHLAND,,21-Nov-2014,3,,
WORCESTER,11 SEVER,,21-Nov-2014,3,,
CAMBRIDGE,GARDEN,,24-Nov-2014,3,,
CAMBRIDGE,GARDEN,,24-Nov-2014,3,,
CARVER,1 WENHAM,,24-Nov-2014,3,,
MARLBORO,20 ADAMS,,24-Nov-2014,3,,
MARLBORO,137 BEACH,,24-Nov-2014,3,,
MARLBORO,294 DICENZO,,24-Nov-2014,3,,
MARLBORO,389 HOSMER,,24-Nov-2014,3,,
MARLBORO,133 KOSMAS,,24-Nov-2014,3,,
MARLBORO,59 NEIL,,24-Nov-2014,3,,
MAYNARD,43 SUDBURY,,24-Nov-2014,3,,
MAYNARD,8 SUDBURY,,24-Nov-2014,3,,
NATICK,ELIOT,,24-Nov-2014,3,,
PLYMOUTH,39 OLMSTED,,24-Nov-2014,3,,
PLYMOUTH,53 RUSSELL,,24-Nov-2014,3,,
WEST BOYLSTON,51 NEWTON,,24-Nov-2014,3,,
WEST BOYLSTON,7 NEWTON,,24-Nov-2014,3,,
WEST BOYLSTON,114 WORCESTER,,24-Nov-2014,3,,
WEST BOYLSTON,24 WORCESTER,,24-Nov-2014,3,,
WEST BOYLSTON,27 WORCESTER,,24-Nov-2014,3,,
WEST BOYLSTON,35 WORCESTER,,24-Nov-2014,3,,
WORCESTER,16 LENOX,,24-Nov-2014,3,,
FRAMINGHAM,21 SALEM END,,25-Nov-2014,3,,
FRAMINGHAM,334 SALEM END,,25-Nov-2014,3,,
FRAMINGHAM,57 SALEM END,,25-Nov-2014,3,,
FRAMINGHAM,600 SALEM END,,25-Nov-2014,3,,
FRAMINGHAM,329 SINGLETARY,,25-Nov-2014,3,,
HYDE PARK,1171 HYDE PARK,,25-Nov-2014,3,,
MARLBORO,262 KINGS GRANT,,25-Nov-2014,3,,
SHREWSBURY,565-571 BOSTON,,25-Nov-2014,3,,
WEST BOYLSTON,NEWTON,,25-Nov-2014,3,,
WEST BOYLSTON,504 PROSPECT,,25-Nov-2014,3,,
WEST BOYLSTON,516 PROSPECT,,25-Nov-2014,3,,
WEST BOYLSTON,184 WEST BOYLSTON,,25-Nov-2014,3,,
WEST BOYLSTON,65 WEST BOYLSTON,,25-Nov-2014,3,,
WEST BOYLSTON,65 WEST BOYLSTON,,25-Nov-2014,3,,
WORCESTER,3 DOUGLAS,,25-Nov-2014,3,,
WORCESTER,33 DOUGLAS,,25-Nov-2014,3,,
WORCESTER,22 IONIC,,25-Nov-2014,3,,
HOLDEN,339 HOLDEN,,26-Nov-2014,3,,
HOLDEN,81 HOLDEN,,26-Nov-2014,3,,
HOLDEN,1779 MAIN,,26-Nov-2014,3,,
HOLDEN,MAIN,,26-Nov-2014,3,,
HOLDEN,39 OAK,,26-Nov-2014,3,,
HOLDEN,59 PAUGUS,,26-Nov-2014,3,,
HOLDEN,WOODRIDGE,,26-Nov-2014,3,,
MARLBORO,52 CHANDLER,,26-Nov-2014,3,,
MARLBORO,2 HAYDEN,,26-Nov-2014,3,,
MARLBORO,33 HAYES MEMORIAL,,26-Nov-2014,3,,
MARLBORO,84 HIGHLAND,,26-Nov-2014,3,,
MARLBORO,131 LEOLEIS,,26-Nov-2014,3,,
MARLBORO,5 LINCOLN,,26-Nov-2014,3,,
MARLBORO,71 RICE,,26-Nov-2014,3,,
MARLBORO,168 RIDGE,,26-Nov-2014,3,,
NATICK,16 MAINE,,26-Nov-2014,3,,
NATICK,20 OVERBROOK,,26-Nov-2014,3,,
NATICK,OVERBROOK,,26-Nov-2014,3,,
WORCESTER,15 DUSTIN,,26-Nov-2014,3,,
WORCESTER,39 DUSTIN,,26-Nov-2014,3,,
WORCESTER,52 HOUSATONIC,,26-Nov-2014,3,,
WORCESTER,64 HOUSATONIC,,26-Nov-2014,3,,
WORCESTER,68 HOUSATONIC,,26-Nov-2014,3,,
WORCESTER,1 IONIC,,26-Nov-2014,3,,
WORCESTER,443-445 LAKE,,26-Nov-2014,3,,
WORCESTER,85 LOCUST,,26-Nov-2014,3,,
HOLDEN,18 EXPLORERS,,28-Nov-2014,3,,
HOLDEN,176 RESERVOIR,,28-Nov-2014,3,,
HOLDEN,562 SHREWSBURY,,28-Nov-2014,3,,
HOLDEN,41 WINFIELD,,28-Nov-2014,3,,
HOLDEN,93 WINFIELD,,28-Nov-2014,3,,
HOLDEN,WINFIELD,,28-Nov-2014,3,,
MARLBORO,42 BOUDREAU,,28-Nov-2014,3,,
MARLBORO,35 EVELINA,,28-Nov-2014,3,,
MARLBORO,242 HUDSON,,28-Nov-2014,3,,
MARLBORO,10 PETERS,,28-Nov-2014,3,,
MARLBORO,20 PORTER,,28-Nov-2014,3,,
MARLBORO,98 SANDINI,,28-Nov-2014,3,,
MARLBORO,41 SCHOFIELD,,28-Nov-2014,3,,
MARLBORO,49 WARREN,,28-Nov-2014,3,,
WORCESTER,31 COMMONWEALTH,,28-Nov-2014,3,,
WORCESTER,ENID,@ BENHAM ST,28-Nov-2014,3,,
MARLBORO,MEADOW,,01-Dec-2014,3,,
MARLBORO,81 RAFFAELE,,01-Dec-2014,3,,
MARLBORO,UNION,,01-Dec-2014,3,,
NEW BEDFORD,1079 BRALEY,,01-Dec-2014,3,,
NORTHBORO,10 CHURCH,,01-Dec-2014,3,,
WORCESTER,ALMONT,@ HAMILTON ST,01-Dec-2014,3,,
WORCESTER,1432 MAIN,,01-Dec-2014,3,,
WORCESTER,1442 MAIN,,01-Dec-2014,3,,
WORCESTER,1511 MAIN,,01-Dec-2014,3,,
WORCESTER,MAIN,,01-Dec-2014,3,,
WORCESTER,MAIN,,01-Dec-2014,3,,
WORCESTER,MAIN,,01-Dec-2014,3,,
WORCESTER,MAIN,,01-Dec-2014,3,,
WORCESTER,MAIN,,01-Dec-2014,3,,
WORCESTER,MAIN,,01-Dec-2014,3,,
WORCESTER,MAIN,,01-Dec-2014,3,,
WORCESTER,310 PLANTATION,,01-Dec-2014,3,,
CAMBRIDGE,799 CONCORD,,02-Dec-2014,3,,
HYDE PARK,17 JOYCE,,02-Dec-2014,3,,
MARLBORO,451 BOLTON,,02-Dec-2014,3,,
MARLBORO,286 EAST BOSTON POST,,02-Dec-2014,3,,
MARLBORO,496 EAST BOSTON POST,,02-Dec-2014,3,,
SHREWSBURY,21 GENERAL,,02-Dec-2014,3,,
WORCESTER,32 EAGLE,,02-Dec-2014,3,,
WORCESTER,61 EAGLE,,02-Dec-2014,3,,
WORCESTER,87 EAGLE,,02-Dec-2014,3,,
WORCESTER,OPP 46 EAGLE,,02-Dec-2014,3,,
WORCESTER,29 FALMOUTH,,02-Dec-2014,3,,
WORCESTER,19 FIRGLADE,,02-Dec-2014,3,,
WORCESTER,90 HOLDEN,,02-Dec-2014,3,,
WORCESTER,MAIN,,02-Dec-2014,3,,
WORCESTER,11 MATTSON,,02-Dec-2014,3,,
WORCESTER,7 MATTSON,,02-Dec-2014,3,,
WORCESTER,5 MILLBROOK,,02-Dec-2014,3,,
WORCESTER,3 MOSS,,02-Dec-2014,3,,
WORCESTER,359 SHREWSBURY,,02-Dec-2014,3,,
WORCESTER,151 WEST BOYLSTON,,02-Dec-2014,3,,
WORCESTER,2 WILLARD,,02-Dec-2014,3,,
MARLBORO,165 FOREST,,03-Dec-2014,3,,
MARLBORO,219 FOREST,,03-Dec-2014,3,,
NEEDHAM,1306 GREAT PLAIN,,03-Dec-2014,3,,
NEEDHAM,57 ROSEMARY,,03-Dec-2014,3,,
SHREWSBURY,44 WASHINGTON,,03-Dec-2014,3,,
WORCESTER,25 DUXBURY,,03-Dec-2014,3,,
WORCESTER,10 GOLDTHWAITE,,03-Dec-2014,3,,
WORCESTER,22 GOLDTHWAITE,,03-Dec-2014,3,,
WORCESTER,GOLDTHWAITE,,03-Dec-2014,3,,
WORCESTER,GREEN HILL,,03-Dec-2014,3,,
WORCESTER,347 GREENWOOD,,03-Dec-2014,3,,
WORCESTER,348 GREENWOOD,,03-Dec-2014,3,,
WORCESTER,15 MERTON,,03-Dec-2014,3,,
CAMBRIDGE,266 MASSACHUSETTS,,04-Dec-2014,3,,
HYDE PARK,4 LAWTON,,04-Dec-2014,3,,
HYDE PARK,4 LEWISTON,,04-Dec-2014,3,,
NEEDHAM,MANNING,,04-Dec-2014,3,,
NEEDHAM,59 WEBSTER,,04-Dec-2014,3,,
NEEDHAM,337 WEST,,04-Dec-2014,3,,
WORCESTER,97 EPWORTH,,04-Dec-2014,3,,
WORCESTER,1 GUILD,,04-Dec-2014,3,,
WORCESTER,6 GUILD,,04-Dec-2014,3,,
WORCESTER,5 HAVELOCK,,04-Dec-2014,3,,
WORCESTER,67 HENSHAW,,04-Dec-2014,3,,
WORCESTER,91 HOUGHTON,,04-Dec-2014,3,,
WORCESTER,24 MARION,,04-Dec-2014,3,,
WORCESTER,25 MARION,,04-Dec-2014,3,,
WORCESTER,36 MORELAND,,04-Dec-2014,3,,
WORCESTER,52 MORELAND,,04-Dec-2014,3,,
WORCESTER,PARK TERRACE,@ HEYWOOD ST,04-Dec-2014,3,,
WORCESTER,PROVIDENCE,@ UNION PL,04-Dec-2014,3,,
WORCESTER,81 SUMMER,,04-Dec-2014,3,,
CAMBRIDGE,1480-1482 CAMBRIDGE,,05-Dec-2014,3,,
CAMBRIDGE,50 FRESH POND,,05-Dec-2014,3,,
CAMBRIDGE,66 FRESH POND,,05-Dec-2014,3,,
CAMBRIDGE,81 FRESH POND,,05-Dec-2014,3,,
CAMBRIDGE,87 FRESH POND,,05-Dec-2014,3,,
CAMBRIDGE,99 FRESH POND,,05-Dec-2014,3,,
NEEDHAM,16 HENDERSON,,05-Dec-2014,3,,
NEEDHAM,362 MANNING,,05-Dec-2014,3,,
NEEDHAM,52 MAYO,,05-Dec-2014,3,,
NEEDHAM,233 NEHOIDEN,,05-Dec-2014,3,,
NEEDHAM,65 YALE,,05-Dec-2014,3,,
NEW BEDFORD,134 SOUTH SECOND,,05-Dec-2014,3,,
WORCESTER,116 FARRAR,,05-Dec-2014,3,,
WORCESTER,182 JUNE,,05-Dec-2014,3,,
WORCESTER,244 JUNE,,05-Dec-2014,3,,
WORCESTER,250 JUNE,,05-Dec-2014,3,,
WORCESTER,253 JUNE,,05-Dec-2014,3,,
WORCESTER,370 JUNE,,05-Dec-2014,3,,
WORCESTER,90 KENBERMA,,05-Dec-2014,3,,
WORCESTER,MASSASOIT,,05-Dec-2014,3,,
CAMBRIDGE,245 HAMPSHIRE,,08-Dec-2014,3,,
CAMBRIDGE,HAMPSHIRE,,08-Dec-2014,3,,
CAMBRIDGE,HAMPSHIRE,,08-Dec-2014,3,,
FRAMINGHAM,77 BARBER,,08-Dec-2014,3,,
FRAMINGHAM,CURRIER,,08-Dec-2014,3,,
FRAMINGHAM,15 FAIRBANKS,,08-Dec-2014,3,,
FRAMINGHAM,7 FAIRFIELD,,08-Dec-2014,3,,
FRAMINGHAM,23 FOSTER,,08-Dec-2014,3,,
FRAMINGHAM,5 HASTINGS,,08-Dec-2014,3,,
FRAMINGHAM,6 HASTINGS,,08-Dec-2014,3,,
FRAMINGHAM,60 HASTINGS,,08-Dec-2014,3,,
FRAMINGHAM,8 HASTINGS,,08-Dec-2014,3,,
MARLBORO,57 BLANCHETTE,,08-Dec-2014,3,,
MATTAPOISETT,FAIRHAVEN,,08-Dec-2014,3,,
MAYNARD,1 PERCIVAL,,08-Dec-2014,3,,
SHREWSBURY,538 HARTFORD,,08-Dec-2014,3,,
WORCESTER,121 ILLINOIS,,08-Dec-2014,3,,
WORCESTER,ILLINOIS,,08-Dec-2014,3,,
WORCESTER,2B KNOX,,08-Dec-2014,3,,
WORCESTER,69 LOXWOOD,,08-Dec-2014,3,,
WORCESTER,101-103 LUDLOW,,08-Dec-2014,3,,
WORCESTER,31 LUDLOW,,08-Dec-2014,3,,
WORCESTER,OPP 44 LUDLOW,,08-Dec-2014,3,,
WORCESTER,LUDLOW,,08-Dec-2014,3,,
CAMBRIDGE,1000 MASSACHUSETTS,,09-Dec-2014,3,,
CAMBRIDGE,102-104 PEARL,,09-Dec-2014,3,,
CAMBRIDGE,144 PROSPECT,,09-Dec-2014,3,,
MARLBORO,CLARKE,,09-Dec-2014,3,,
MARLBORO,53 EVELINA,,09-Dec-2014,3,,
MARLBORO,HUDSON,,09-Dec-2014,3,,
MARLBORO,18 SANDINI,,09-Dec-2014,3,,
MARLBORO,123 WEST BOSTON POST,,09-Dec-2014,3,,
WORCESTER,46 HOUSATONIC,,09-Dec-2014,3,,
WORCESTER,27 IVERNIA,,09-Dec-2014,3,,
WORCESTER,IVERNIA,,09-Dec-2014,3,,
WORCESTER,OPP 33 JEFFERSON,,09-Dec-2014,3,,
WORCESTER,443 LAKE,,09-Dec-2014,3,,
WORCESTER,LAKE,AT HAMILTON,09-Dec-2014,3,,
WORCESTER,284 LAKE,,09-Dec-2014,3,,
CAMBRIDGE,BROADWAY,,10-Dec-2014,3,,
SHREWSBURY,47 ELM,,10-Dec-2014,3,,
WORCESTER,125 ENDICOTT,,10-Dec-2014,3,,
WORCESTER,FOX,,10-Dec-2014,3,,
WORCESTER,36 HANCOCK HILL,,10-Dec-2014,3,,
WORCESTER,5 HANCOCK HILL,,10-Dec-2014,3,,
WORCESTER,144 HEYWOOD,,10-Dec-2014,3,,
WORCESTER,HIGH,,10-Dec-2014,3,,
WORCESTER,OPP 82 IDALLA,,10-Dec-2014,3,,
WORCESTER,1 JACKSON,,10-Dec-2014,3,,
WORCESTER,136 KENBERMA,,10-Dec-2014,3,,
WORCESTER,80 KENBERMA,,10-Dec-2014,3,,
WORCESTER,LANCASTER,,10-Dec-2014,3,,
WORCESTER,552 MILL,,10-Dec-2014,3,,
CAMBRIDGE,BROADWAY,,11-Dec-2014,3,,
CAMBRIDGE,BROADWAY,,11-Dec-2014,3,,
SHREWSBURY,HOLDEN,,11-Dec-2014,3,,
SHREWSBURY,HOLDEN,,11-Dec-2014,3,,
WORCESTER,HARLEM,@ PERRY AVE,11-Dec-2014,3,,
WORCESTER,19 HAYNES,,11-Dec-2014,3,,
WORCESTER,10 KENDIG,,11-Dec-2014,3,,
WORCESTER,23 KING,,11-Dec-2014,3,,
WORCESTER,100 LAMARTINE,,11-Dec-2014,3,,
WORCESTER,LAMARTINE,,11-Dec-2014,3,,
WORCESTER,617 LINCOLN,,11-Dec-2014,3,,
WORCESTER,108 LONGFELLOW,,11-Dec-2014,3,,
WORCESTER,70 LONGFELLOW,,11-Dec-2014,3,,
WORCESTER,98 LONGFELLOW,,11-Dec-2014,3,,
WORCESTER,TYLER PRENTICE,,11-Dec-2014,3,,
HYDE PARK,1608 RIVER,,12-Dec-2014,3,,
WORCESTER,4 FARNUM,,12-Dec-2014,3,,
WORCESTER,11 FIRGLADE,,12-Dec-2014,3,,
WORCESTER,102-108 GROVE,,12-Dec-2014,3,,
WORCESTER,150 GROVE,,12-Dec-2014,3,,
WORCESTER,691 GROVE,,12-Dec-2014,3,,
WORCESTER,730 GROVE,,12-Dec-2014,3,,
WORCESTER,GROVE,,12-Dec-2014,3,,
WORCESTER,OPP 41 HOOPER,,12-Dec-2014,3,,
WORCESTER,MASSASOIT,@ BRIERWAY DR,12-Dec-2014,3,,
WORCESTER,214 WEATHERSTONE,,12-Dec-2014,3,,
CAMBRIDGE,OXFORD,,15-Dec-2014,3,,
CAMBRIDGE,18 WENDELL,,15-Dec-2014,3,,
CAMBRIDGE,34 WENDELL,,15-Dec-2014,3,,
HOPKINTON,WOOD,@ WHISPER WAY,15-Dec-2014,3,,
NEEDHAM,1062 HIGHLAND,,15-Dec-2014,3,,
NEEDHAM,200 HIGHLAND,,15-Dec-2014,3,,
NEEDHAM,760 HIGHLAND,,15-Dec-2014,3,,
NEEDHAM,HIGHLAND,,15-Dec-2014,3,,
NEEDHAM,43 HORACE,,15-Dec-2014,3,,
WORCESTER,CORRINE,@ GRAFTON ST,15-Dec-2014,3,,
WORCESTER,138 ENDICOTT,,15-Dec-2014,3,,
WORCESTER,586 GRAFTON,,15-Dec-2014,3,,
WORCESTER,636 GRAFTON,,15-Dec-2014,3,,
WORCESTER,981 GRAFTON,,15-Dec-2014,3,,
WORCESTER,994-1000 GRAFTON,,15-Dec-2014,3,,
WORCESTER,GRAFTON,,15-Dec-2014,3,,
WORCESTER,HAMILTON,@ ALMONT AVE,15-Dec-2014,3,,
WORCESTER,18 WESTBOROUGH,,15-Dec-2014,3,,
AUBURN,17 WELLMAN,,16-Dec-2014,3,,
DARTMOUTH,31 CHESTNUT,,16-Dec-2014,3,,
FRAMINGHAM,WINTER,@ SALEM END RD,16-Dec-2014,3,,
HYDE PARK,9 LORING,,16-Dec-2014,3,,
NEEDHAM,16 CHARLES,,16-Dec-2014,3,,
NEEDHAM,21 LEE,,16-Dec-2014,3,,
NEEDHAM,RESERVOIR,,16-Dec-2014,3,,
WESTBOROUGH,8 COLONIAL,,16-Dec-2014,3,,
WESTBOROUGH,117 EAST MAIN,,16-Dec-2014,3,,
WESTBOROUGH,10 GROVE,,16-Dec-2014,3,,
WESTWOOD,130 FORBES,,16-Dec-2014,3,,
WORCESTER,124 ENDICOTT,,16-Dec-2014,3,,
WORCESTER,3 GILMAN,,16-Dec-2014,3,,
WORCESTER,199 HOPE,,16-Dec-2014,3,,
WORCESTER,205 HOPE,,16-Dec-2014,3,,
WORCESTER,99 HOPE,,16-Dec-2014,3,,
WORCESTER,1 KELLEY,,16-Dec-2014,3,,
WORCESTER,7 KELLEY,,16-Dec-2014,3,,
WORCESTER,650 LINCOLN,,16-Dec-2014,3,,
ASHLAND,CHESTNUT,,17-Dec-2014,3,,
NEEDHAM,419 CHARLES RIVER,,17-Dec-2014,3,,
NEEDHAM,723-737 CHARLES RIVER,,17-Dec-2014,3,,
NEEDHAM,120 LOCUST,,17-Dec-2014,3,,
NEW BEDFORD,BEDFORD,@ ANTHONY ST,17-Dec-2014,3,,
WORCESTER,53 ELLSWORTH,,17-Dec-2014,3,,
WORCESTER,50 HAMILTON,,17-Dec-2014,3,,
WORCESTER,12 JUDSON,,17-Dec-2014,3,,
WORCESTER,6 JUDSON,,17-Dec-2014,3,,
WORCESTER,549 LINCOLN,,17-Dec-2014,3,,
WORCESTER,580 LINCOLN,,17-Dec-2014,3,,
HYDE PARK,27 PINEWOOD,,18-Dec-2014,3,,
NEEDHAM,160 COUNTRY,,18-Dec-2014,3,,
NEEDHAM,67 GREEN,,18-Dec-2014,3,,
NEEDHAM,1102 HIGHLAND,,18-Dec-2014,3,,
NEEDHAM,HIGHLAND,,18-Dec-2014,3,,
WESTWOOD,15 FEARING,,18-Dec-2014,3,,
WORCESTER,168 LINCOLN,,18-Dec-2014,3,,
WORCESTER,176 LINCOLN,,18-Dec-2014,3,,
WORCESTER,200 LINCOLN,,18-Dec-2014,3,,
WORCESTER,440 LINCOLN,,18-Dec-2014,3,,
HYDE PARK,19 MARIPOSA,,19-Dec-2014,3,,
NEEDHAM,257 HIGH ROCK,,19-Dec-2014,3,,
NEEDHAM,HIGH ROCK,,19-Dec-2014,3,,
NEEDHAM,36 MARKED TREE,,19-Dec-2014,3,,
WORCESTER,148 LINCOLN,,19-Dec-2014,3,,
WORCESTER,150 LINCOLN,,19-Dec-2014,3,,
ASHLAND,40 SUMMER,,22-Dec-2014,3,,
HYDE PARK,91 CHILD,,22-Dec-2014,3,,
HYDE PARK,731 METROPOLITAN,,22-Dec-2014,3,,
HYDE PARK,920 METROPOLITAN,,22-Dec-2014,3,,
HYDE PARK,MILTON,,22-Dec-2014,3,,
MARLBORO,19 FITZGERALD,,22-Dec-2014,3,,
NATICK,BODEN,@ TAMARACK RD,22-Dec-2014,3,,
NATICK,GLEN,,22-Dec-2014,3,,
NATICK,15 WASHINGTON,,22-Dec-2014,3,,
NEEDHAM,176 WHITMAN,,22-Dec-2014,3,,
NEEDHAM,56 WINDING RIVER,,22-Dec-2014,3,,
WORCESTER,160 TACOMA,,22-Dec-2014,3,,
ASHLAND,337 CHESTNUT,,23-Dec-2014,3,,
HYDE PARK,9 PERKINS,,23-Dec-2014,3,,
HYDE PARK,20 RILEY,,23-Dec-2014,3,,
HYDE PARK,1916 RIVER,,23-Dec-2014,3,,
NATICK,319 NORTH MAIN,,23-Dec-2014,3,,
NATICK,15 WATER,,23-Dec-2014,3,,
NATICK,37 WELLESLEY,,23-Dec-2014,3,,
WORCESTER,364-366 HAMILTON,,23-Dec-2014,3,,
DEDHAM,129-135 BONHAM,,24-Dec-2014,3,,
HYDE PARK,189 SHERRIN,,24-Dec-2014,3,,
HYDE PARK,31 SUMMER,,24-Dec-2014,3,,
HYDE PARK,74 SUMMER,,24-Dec-2014,3,,
WESTWOOD,57 BRIAR,,24-Dec-2014,3,,
WESTWOOD,72 BRIAR,,24-Dec-2014,3,,
WESTWOOD,205 WEATHERBEE,,24-Dec-2014,3,,
WESTWOOD,36 WOODRIDGE,,24-Dec-2014,3,,
WESTWOOD,37 WOODRIDGE,,24-Dec-2014,3,,
HYDE PARK,3-5 THATCHER,,26-Dec-2014,3,,
HYDE PARK,706 TRUMAN,,26-Dec-2014,3,,
HYDE PARK,746 TRUMAN,,26-Dec-2014,3,,
NATICK,50 PLEASANT,,26-Dec-2014,3,,
NATICK,SPEEN,,26-Dec-2014,3,,
NATICK,241 WEST CENTRAL,,26-Dec-2014,3,,
NATICK,35 WHITTIER,,26-Dec-2014,3,,
HYDE PARK,750 TRUMAN,,29-Dec-2014,3,,
HYDE PARK,842 TRUMAN,,29-Dec-2014,3,,
UPTON,21 WILLIAMS,,29-Dec-2014,3,,
WESTWOOD,6 DOWNEY,,29-Dec-2014,3,,
WESTWOOD,GLANDORE,,29-Dec-2014,3,,
WESTWOOD,253 POND,,29-Dec-2014,3,,
WORCESTER,115 FLAGG,,29-Dec-2014,3,,
HYDE PARK,15 VALENCIA,,30-Dec-2014,3,,
NORTHBORO,85 LINCOLN,,30-Dec-2014,3,,
NATICK,PLEASANT,@ LOOKOUT FARM RD,31-Dec-2014,3,,
NATICK,679 WORCESTER,,31-Dec-2014,3,,
NORTHBORO,266 MAIN,,31-Dec-2014,3,,
NORTHBORO,34 MAIN,,31-Dec-2014,3,,
NORTHBORO,63 MAIN,,31-Dec-2014,3,,
NORTHBORO,93 WASHBURN,,31-Dec-2014,3,,
MATTAPOISETT,3 LEBARON,,20-Jan-2015,3,,
MATTAPOISETT,LEBARON,@ 105 NORTH ST,20-Jan-2015,3,,
DEDHAM,29 ASPEN,,21-Jan-2015,3,,
HYDE PARK,81 SUMMIT,,21-Jan-2015,3,,
MILFORD,6 CLAUDETTE,,05-Feb-2015,3,,
DEDHAM,179 BONHAM,,07-Feb-2015,3,,
FRAMINGHAM,569 PLEASANT,,10-Feb-2015,3,,
CAMBRIDGE,BELMONT,@ ARLINGTON ST,18-Feb-2015,3,,
MATTAPOISETT,7 HOLLY,,18-Feb-2015,3,,
FAIRHAVEN,42 BROWN,,20-Feb-2015,3,,
WORCESTER,270 COBURN,,23-Feb-2015,3,,
WESTWOOD,628 CANTON,,24-Feb-2015,3,,
CAMBRIDGE,11 HURON,,27-Feb-2015,3,,
DEDHAM,507 HIGH,,03-Mar-2015,3,,
CAMBRIDGE,305 WEBSTER,,04-Mar-2015,3,,
FAIRHAVEN,BAYVIEW,MANHATTAN AVE,05-Mar-2015,3,,
MARLBORO,48 FOLEY,,06-Mar-2015,3,,
FRAMINGHAM,13 JODIE,,10-Mar-2015,3,,
NEW BEDFORD,HATHAWAY,ROCKDALE AVE,10-Mar-2015,3,,
NEW BEDFORD,ROCKDALE,@ WINTERVILLE RD,10-Mar-2015,3,,
NEEDHAM,27 BEECH,,12-Mar-2015,3,,
FRAMINGHAM,CHECKERBERRY,@ RICKEY DR,13-Mar-2015,3,,
FRAMINGHAM,20 RICKY,,13-Mar-2015,3,,
HYDE PARK,102 ARLINGTON,,14-Mar-2015,3,,
WORCESTER,29 WESTMORLAND,,16-Mar-2015,3,,
HOPKINTON,5 SPRING,,20-Mar-2015,3,,
MARLBORO,208 WILSON,,20-Mar-2015,3,,
MAYNARD,THOMPSON,@ ELMWOOD ST,20-Mar-2015,3,,
MILLBURY,56 RIVERLIN,,23-Mar-2015,3,,
MILLBURY,58 RIVERLIN,,23-Mar-2015,3,,
CAMBRIDGE,CLARENDON,@ MASS AVE,24-Mar-2015,3,,
ASHLAND,4 WENZELL,,28-Mar-2015,3,,
FRAMINGHAM,CHECKERBERRY,@ RICKEY DR,28-Mar-2015,3,,
MARLBORO,232 COOK,,29-Mar-2015,3,,
CAMBRIDGE,4 CRAWFORD,,30-Mar-2015,3,,
CAMBRIDGE,1920 MASSACHUSETTS,,31-Mar-2015,3,,
CARVER,9 FOREST,,31-Mar-2015,3,,
HOLDEN,85 WINFIELD,,31-Mar-2015,3,,
NATICK,15 WASHINGTON,,31-Mar-2015,3,,
ASHLAND,112 WEST UNION,,01-Apr-2015,3,,
NATICK,62 WEST CENTRAL,,02-Apr-2015,2,,
CAMBRIDGE,8 FLORENCE,,03-Apr-2015,3,,
CAMBRIDGE,82 MOUNT AUBURN,,03-Apr-2015,2,,
NORTHBORO,367 WEST MAIN,,03-Apr-2015,3,,
GRAFTON,96 WORCESTER,,06-Apr-2015,3,,
HOLDEN,638 MAIN,,06-Apr-2015,3,,
NEEDHAM,115 BEAUFORT,,06-Apr-2015,3,,
NEEDHAM,119 BRADFORD,,06-Apr-2015,3,,
WORCESTER,75-77 WEST BOYLSTON,,06-Apr-2015,3,,
WORCESTER,WEST BOYLSTON,@ BOARDMAN ST,06-Apr-2015,3,,
ASHLAND,150-200 UNION,,07-Apr-2015,3,,
GRAFTON,1 HOLLYWOOD,,07-Apr-2015,3,,
GRAFTON,HOLLYWOOD,@ WORCESTER ST,07-Apr-2015,3,,
GRAFTON,207 WORCESTER,,07-Apr-2015,3,,
GRAFTON,213 WORCESTER,,07-Apr-2015,3,,
NEW BEDFORD,BROCK,,07-Apr-2015,3,,
WORCESTER,BRATTLE,@ HOLDEN ST,07-Apr-2015,3,,
AUBURN,380 SOUTHBRIDGE,,08-Apr-2015,3,,
CAMBRIDGE,11 CARLISLE,,08-Apr-2015,3,,
NEEDHAM,14 ELLICOTT,,08-Apr-2015,3,,
